OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:604169	LEFT VENTRICULAR NONCOMPACTION 1; LVNC1	DOID:12929	Endocardial Fibroelastosis	DOID:1287	Cardiovascular System Disease
OMIM:604173	POIKILODERMA WITH NEUTROPENIA; PN	DOID:1227	Neutropenia	DOID:2914	Immune System Disease
OMIM:604187	SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT; SPG10	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS	DOID:10003	Sensorineural Hearing Loss	DOID:863	Nervous System Disease
OMIM:604218	ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES; FENIB	DOID:0050831	Familial Encephalopathy with Neuroserpin Inclusion Bodies	DOID:863	Nervous System Disease
OMIM:604219	CATARACT 9, MULTIPLE TYPES; CTRCT9	DOID:83	Cataract	DOID:863	Nervous System Disease
OMIM:604229	PETERS ANOMALY	DOID:10124	Corneal Disease	DOID:863	Nervous System Disease
OMIM:604232	LEBER CONGENITAL AMAUROSIS 3; LCA3	DOID:14791	Leber Congenital Amaurosis	DOID:863	Nervous System Disease
OMIM:604233	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1; GEFSP1	DOID:0060170	Generalized Epilepsy with Febrile Seizures Plus	DOID:863	Nervous System Disease
OMIM:604250	HEMOCHROMATOSIS, TYPE 3; HFE3	DOID:2352	Hemochromatosis	DOID:655	Inherited Metabolic Disorder
OMIM:604271	GROWTH HORMONE INSENSITIVITY, PARTIAL; GHIP	DOID:9406	Hypopituitarism	DOID:28	Endocrine System Disease
OMIM:604273	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1; MC5DN1	DOID:0050768	Mitochondrial Complex v (ATP Synthase) Deficiency, Nuclear Type 1	DOID:655	Inherited Metabolic Disorder
OMIM:604278	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION	DOID:14219	Renal Tubular Acidosis	DOID:18	Urinary System Disease
OMIM:604286	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2E; LGMD2E	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:604287	CARNEY TRIAD	NA	NA	NA	NA
OMIM:604290	ACERULOPLASMINEMIA	DOID:0050711	Aceruloplasminemia	DOID:0060158	Acquired Metabolic Disease
OMIM:604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3	DOID:9296	Cleft Lip	DOID:0050567	Orofacial Cleft
OMIM:604302	RHEUMATOID ARTHRITIS, SYSTEMIC JUVENILE	DOID:676	Juvenile Rheumatoid Arthritis	DOID:17	Musculoskeletal System Disease
OMIM:604307	CATARACT 2, MULTIPLE TYPES; CTRCT2	DOID:83	Cataract	DOID:863	Nervous System Disease
OMIM:604308	MASS SYNDROME	DOID:988	Mitral Valve Prolapse	DOID:1287	Cardiovascular System Disease
OMIM:604317	MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS; MCPH2	NA	NA	NA	NA
OMIM:604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1	DOID:12377	Spinal Muscular Atrophy	DOID:863	Nervous System Disease
OMIM:604321	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE; MCPH4	DOID:10907	Microcephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:604326	SPINOCEREBELLAR ATAXIA 12; SCA12	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1	DOID:0050628	Advanced Sleep Phase Syndrome	DOID:535	Sleep Disorder
OMIM:604352	FEBRILE SEIZURES, FAMILIAL, 4; FEB4	DOID:1826	Epilepsy	DOID:863	Nervous System Disease
OMIM:604356	DUANE RETRACTION SYNDROME 2; DURS2	DOID:12557	Duane Retraction Syndrome	DOID:863	Nervous System Disease
OMIM:604360	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE; SPG11	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:604364	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1; FFEVF1	DOID:2234	Focal Epilepsy	DOID:863	Nervous System Disease
OMIM:604367	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3; FPLD3	DOID:0050440	Familial Partial Lipodystrophy	DOID:16	Integumentary System Disease
OMIM:604369	SALLA DISEASE; SD	DOID:3659	Sialuria	DOID:655	Inherited Metabolic Disorder
OMIM:604370	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1; BROVCA1	DOID:5683	Hereditary Breast Ovarian Cancer	DOID:0050177	Monogenic Disease
OMIM:604377	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 1; CEMCOX1	DOID:0050713	Fatal Infantile Encephalocardiomyopathy	DOID:655	Inherited Metabolic Disorder
OMIM:604379	HYPOTRICHOSIS 7; HYPT7	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:604387	NEPHRONOPHTHISIS 3; NPHP3	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:604391	ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1	DOID:12704	Ataxia Telangiectasia	DOID:863	Nervous System Disease
OMIM:604393	LEBER CONGENITAL AMAUROSIS 4; LCA4	DOID:14791	Leber Congenital Amaurosis	DOID:863	Nervous System Disease
OMIM:604400	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5; ARVD5	DOID:0050431	Arrhythmogenic Right Ventricular Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:604403	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2	DOID:0060170	Generalized Epilepsy with Febrile Seizures Plus	DOID:863	Nervous System Disease
OMIM:604416	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	DOID:813	Septic Arthritis	DOID:17	Musculoskeletal System Disease
OMIM:604432	SPINOCEREBELLAR ATAXIA 11; SCA11	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:604454	WELANDER DISTAL MYOPATHY; WDM	DOID:11720	Distal Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:604484	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE; HMSNO	DOID:2477	Motor Peripheral Neuropathy	DOID:863	Nervous System Disease
OMIM:604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT	DOID:1588	Thrombocytopenia	DOID:2914	Immune System Disease
OMIM:604536	ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME	DOID:14693	Clouston Syndrome	DOID:0050177	Monogenic Disease
OMIM:604537	LEBER CONGENITAL AMAUROSIS 5; LCA5	DOID:14791	Leber Congenital Amaurosis	DOID:863	Nervous System Disease
OMIM:604559	PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB; PFHB1B	DOID:114	Heart Disease	DOID:1287	Cardiovascular System Disease
OMIM:604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	DOID:0050541	Charcot-Marie-Tooth Disease Type 4	DOID:863	Nervous System Disease
OMIM:604571	BARE LYMPHOCYTE SYNDROME, TYPE I	DOID:0060009	MHC Class I Deficiency	DOID:2914	Immune System Disease
OMIM:604625	TOOTH AGENESIS, SELECTIVE, 3; STHAG3	DOID:0050591	Tooth Agenesis	DOID:77	Gastrointestinal System Disease
OMIM:604715	ORTHOSTATIC INTOLERANCE	DOID:988	Mitral Valve Prolapse	DOID:1287	Cardiovascular System Disease
OMIM:604717	DEAFNESS, AUTOSOMAL DOMINANT 20; DFNA20	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:604757	CRANIOSYNOSTOSIS 2; CRS2	DOID:2340	Craniosynostosis	DOID:17	Musculoskeletal System Disease
OMIM:604765	CARDIOMYOPATHY, DILATED, 1I; CMD1I	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:604772	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY; CPVT1	DOID:114	Heart Disease	DOID:1287	Cardiovascular System Disease
OMIM:604777	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 5; ARCI5	DOID:161	Keratosis	DOID:16	Integumentary System Disease
OMIM:604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3	DOID:10907	Microcephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:604805	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT; SPG12	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:604841	STICKLER SYNDROME, TYPE II; STL2	DOID:0080046	Stickler Syndrome	DOID:0050177	Monogenic Disease
OMIM:604864	OSTEOARTHRITIS WITH MILD CHONDRODYSPLASIA; OSCDP	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:604906	SCHIZOPHRENIA 9; SCZD9	DOID:5419	Schizophrenia	DOID:1561	Cognitive Disorder
OMIM:604928	WOLFRAM SYNDROME 2; WFS2	DOID:10632	Wolfram Syndrome	DOID:0050177	Monogenic Disease
OMIM:604931	CORTISONE REDUCTASE DEFICIENCY 1; CORTRD1	NA	NA	NA	NA
OMIM:605013	MICROHYDRANENCEPHALY; MHAC	DOID:4626	Hydranencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:605019	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2; FHBL2	DOID:1390	Hypobetalipoproteinemia	DOID:655	Inherited Metabolic Disorder
OMIM:605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME	DOID:308	Early Myoclonic Encephalopathy	DOID:863	Nervous System Disease
OMIM:605027	LYMPHOMA, NON-HODGKIN, FAMILIAL	DOID:0060060	Non-Hodgkin Lymphoma	DOID:162	Cancer
OMIM:605039	BOHRING-OPITZ SYNDROME; BOPS	DOID:2340	Craniosynostosis	DOID:17	Musculoskeletal System Disease
OMIM:605041	BROOKE-SPIEGLER SYNDROME; BRSS	DOID:0050693	Brooke-Spiegler Syndrome	DOID:0050177	Monogenic Disease
OMIM:605074	RENAL CELL CARCINOMA, PAPILLARY, 1; RCCP1	DOID:4465	Papillary Renal Cell Carcinoma	DOID:162	Cancer
OMIM:605115	HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOMINANT, WITH SEVERE EXACERBATION IN PREGNANCY	DOID:10763	Hypertension	DOID:1287	Cardiovascular System Disease
OMIM:605130	WIEDEMANN-STEINER SYNDROME; WDSTS	DOID:1059	Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:605192	DEAFNESS, AUTOSOMAL DOMINANT 23; DFNA23	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:605218	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 2; SLEB2	DOID:9074	Systemic Lupus Erythematosus	DOID:2914	Immune System Disease
OMIM:605231	BARDET-BIEDL SYNDROME 6; BBS6	NA	NA	NA	NA
OMIM:605249	SEBASTIAN SYNDROME; SBS	DOID:10003	Sensorineural Hearing Loss	DOID:863	Nervous System Disease
OMIM:605253	NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMAL RECESSIVE; CHN	DOID:0050541	Charcot-Marie-Tooth Disease Type 4	DOID:863	Nervous System Disease
OMIM:605258	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 2; HIGM2	DOID:6620	X-Linked Hyper IgM Syndrome	DOID:2914	Immune System Disease
OMIM:605259	SPINOCEREBELLAR ATAXIA 13; SCA13	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:605280	SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:605282	TEMTAMY PREAXIAL BRACHYDACTYLY SYNDROME; TPBS	DOID:0050814	Temtamy Preaxial Brachydactyly Syndrome	DOID:0050177	Monogenic Disease
OMIM:605285	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE; HMSNR	DOID:2477	Motor Peripheral Neuropathy	DOID:863	Nervous System Disease
OMIM:605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4	DOID:17	Musculoskeletal System Disease	NA	NA
OMIM:605309	MACROCEPHALY/AUTISM SYNDROME	DOID:12849	Autistic Disorder	DOID:0060037	Developmental Disorder of Mental Health
OMIM:605355	NEMALINE MYOPATHY 5; NEM5	DOID:3191	Nemaline Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:605361	SPINOCEREBELLAR ATAXIA 14; SCA14	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:605362	CARDIOMYOPATHY, DILATED, 1J; CMD1J	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:605373	PARAGANGLIOMAS 3; PGL3	DOID:0050773	Paraganglioma	DOID:162	Cancer
OMIM:605375	EPILEPSY, NOCTURNAL FRONTAL LOBE, 3; ENFL3	DOID:3331	Frontal Lobe Epilepsy	DOID:863	Nervous System Disease
OMIM:605376	HETEROTAXY, VISCERAL, 2, AUTOSOMAL; HTX2	DOID:0050545	Visceral Heterotaxy	NA	NA
OMIM:605387	CATARACT 31, MULTIPLE TYPES; CTRCT31	DOID:0050537	Posterior Polar Cataract	DOID:863	Nervous System Disease
OMIM:605389	HYPOTRICHOSIS 1; HYPT1	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1; RUSAT1	DOID:11971	Synostosis	DOID:17	Musculoskeletal System Disease
OMIM:605462	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 1; BCC1	DOID:2513	Basal Cell Carcinoma	DOID:162	Cancer
OMIM:605472	USHER SYNDROME, TYPE IIC; USH2C	DOID:0050439	Usher Syndrome	DOID:0050177	Monogenic Disease
OMIM:605479	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2; BRIC2	DOID:1852	Intrahepatic Cholestasis	DOID:77	Gastrointestinal System Disease
OMIM:605543	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT; PARK4	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:605552	ABDOMINAL OBESITY-METABOLIC SYNDROME 1; AOMS1	DOID:14221	Metabolic Syndrome X	DOID:0060158	Acquired Metabolic Disease
OMIM:605583	DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:605588	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1; CMT2B1	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:605589	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2; CMT2B2	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:605594	DEAFNESS, AUTOSOMAL DOMINANT 39, WITH DENTINOGENESIS IMPERFECTA 1	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:605606	PSORIASIS 7, SUSCEPTIBILITY TO; PSORS7	DOID:8893	Psoriasis	DOID:16	Integumentary System Disease
OMIM:605637	MYOPATHY, PROXIMAL, AND OPHTHALMOPLEGIA; MYPOP	DOID:3429	Inclusion Body Myositis	DOID:17	Musculoskeletal System Disease
OMIM:605670	LATE-ONSET RETINAL DEGENERATION; LORD	DOID:8466	Retinal Degeneration	DOID:863	Nervous System Disease
OMIM:605676	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK	DOID:421	Hair Disease	DOID:16	Integumentary System Disease
OMIM:605711	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1; MMDS1	NA	NA	NA	NA
OMIM:605714	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED	DOID:9246	Cerebral Amyloid Angiopathy	DOID:0060158	Acquired Metabolic Disease
OMIM:605724	FANCONI ANEMIA, COMPLEMENTATION GROUP D1; FANCD1	DOID:13636	Fanconi's Anemia	DOID:2914	Immune System Disease
OMIM:605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2; DSMA2	NA	NA	NA	NA
OMIM:605751	SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2	DOID:0060169	Benign Familial Infantile Epilepsy	DOID:863	Nervous System Disease
OMIM:605803	DERMATITIS, ATOPIC, 2; ATOD2	DOID:3310	Atopic Dermatitis	DOID:16	Integumentary System Disease
OMIM:605809	MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL; CMS4A	DOID:3635	Congenital Myasthenic Syndrome	DOID:863	Nervous System Disease
OMIM:605814	CITRULLINEMIA, TYPE II, NEONATAL-ONSET	DOID:9273	Citrullinemia	DOID:655	Inherited Metabolic Disorder
OMIM:605820	NONAKA MYOPATHY; NM	DOID:3429	Inclusion Body Myositis	DOID:17	Musculoskeletal System Disease
OMIM:605822	SPONDYLOOCULAR SYNDROME; SOS	NA	NA	NA	NA
OMIM:605850	DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY; DMGDHD	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:605899	GLYCINE ENCEPHALOPATHY; GCE	DOID:9268	Glycine Encephalopathy	DOID:655	Inherited Metabolic Disorder
OMIM:605909	PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK6	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:605911	3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE-2 DEFICIENCY; HMGCS2D	DOID:9993	Hypoglycemia	DOID:28	Endocrine System Disease
OMIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1; SCAR1	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:606003	TRANSALDOLASE DEFICIENCY	DOID:2978	Carbohydrate Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:606054	PROPIONIC ACIDEMIA	DOID:14701	Propionic Acidemia	DOID:655	Inherited Metabolic Disorder
OMIM:606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb; CDG2B	DOID:0050571	Congenital Disorder of Glycosylation Type II	DOID:655	Inherited Metabolic Disorder
OMIM:606068	RETINITIS PIGMENTOSA 28; RP28	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:606069	HEMOCHROMATOSIS, TYPE 4; HFE4	DOID:2352	Hemochromatosis	DOID:655	Inherited Metabolic Disorder
OMIM:606070	AMYOTROPHIC LATERAL SCLEROSIS 21; ALS21	DOID:0060212	Amyotrophic Lateral Sclerosis Type 21	DOID:863	Nervous System Disease
OMIM:606071	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC; HMSN2C	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:606072	RIPPLING MUSCLE DISEASE; RMD	DOID:0060255	Rippling Muscle Disease	DOID:17	Musculoskeletal System Disease
OMIM:606159	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3	DOID:2367	Neuroaxonal Dystrophy	DOID:863	Nervous System Disease
OMIM:606164	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15	DOID:674	Cleft Palate	DOID:0050567	Orofacial Cleft
OMIM:606170	GENITOPATELLAR SYNDROME; GTPTS	DOID:1059	Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:606176	DIABETES MELLITUS, PERMANENT NEONATAL; PNDM	DOID:9351	Diabetes Mellitus	DOID:0060158	Acquired Metabolic Disease
OMIM:606217	ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2; AVSD2	DOID:0050651	Atrioventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:606232	PHELAN-MCDERMID SYNDROME; PHMDS	DOID:630	Genetic Disease	NA	NA
OMIM:606243	ALVEOLAR SOFT PART SARCOMA; ASPS	DOID:4239	Alveolar Soft Part Sarcoma	DOID:162	Cancer
OMIM:606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK7	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:606346	DEAFNESS, AUTOSOMAL DOMINANT 22; DFNA22	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ	DOID:230	Lateral Sclerosis	DOID:863	Nervous System Disease
OMIM:606367	IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY; IMD41	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:606392	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4; MODY4	DOID:0050524	Maturity-Onset Diabetes of the Young	NA	NA
OMIM:606394	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6; MODY6	DOID:0050524	Maturity-Onset Diabetes of the Young	NA	NA
OMIM:606408	EHLERS-DANLOS SYNDROME DUE TO TENASCIN-X DEFICIENCY	DOID:13359	Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:606438	HUNTINGTON DISEASE-LIKE 2; HDL2	DOID:936	Brain Disease	DOID:863	Nervous System Disease
OMIM:606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB	DOID:0050543	Charcot-Marie-Tooth Disease Intermediate Type	DOID:863	Nervous System Disease
OMIM:606545	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3; ARCI3	NA	NA	NA	NA
OMIM:606574	ALBINISM, OCULOCUTANEOUS, TYPE IV; OCA4	DOID:0050632	Oculocutaneous Albinism	DOID:0050177	Monogenic Disease
OMIM:606579	VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1; VAMAS1	NA	NA	NA	NA
OMIM:606593	LIG4 SYNDROME	DOID:0060021	DNA Ligase IV Deficiency	DOID:2914	Immune System Disease
OMIM:606595	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:606612	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT MENTAL RETARDATION), TYPE B, 5; MDDGB5	DOID:0050557	Congenital Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:606658	SPINOCEREBELLAR ATAXIA 15; SCA15	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:606664	GLYCINE N-METHYLTRANSFERASE DEFICIENCY	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:606685	CARDIOMYOPATHY, DILATED, 1L; CMD1L	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:606688	SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES	DOID:150	Disease of Mental Health	NA	NA
OMIM:606690	LYMPHANGIOLEIOMYOMATOSIS; LAM	DOID:2643	Perivascular Epithelioid Cell Tumor	DOID:162	Cancer
OMIM:606693	KUFOR-RAKEB SYNDROME; KRS	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:606703	DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM	DOID:480	Movement Disease	DOID:863	Nervous System Disease
OMIM:606705	DEAFNESS, AUTOSOMAL DOMINANT 36; DFNA36	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:606713	VAN DER WOUDE SYNDROME 2; VWS2	DOID:0060239	Van Der Woude Syndrome	NA	NA
OMIM:606719	MELANOMA-PANCREATIC CANCER SYNDROME	DOID:1909	Melanoma	DOID:162	Cancer
OMIM:606721	PARTIAL LIPODYSTROPHY, CONGENITAL CATARACTS, AND NEURODEGENERATION SYNDROME; LCCNS	NA	NA	NA	NA
OMIM:606744	SECKEL SYNDROME 2; SCKL2	DOID:0050569	Seckel Syndrome	DOID:0050177	Monogenic Disease
OMIM:606762	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6	DOID:13317	Hyperinsulinemic Hypoglycemia	DOID:655	Inherited Metabolic Disorder
OMIM:606763	CILIARY DYSKINESIA, PRIMARY, 2; CILD2	DOID:9562	Primary Ciliary Dyskinesia	DOID:0060340	Ciliopathy
OMIM:606764	GASTROINTESTINAL STROMAL TUMOR; GIST	DOID:9253	Gastrointestinal Stromal Tumor	DOID:162	Cancer
OMIM:606766	SPERMATOGENIC FAILURE 3; SPGF3	DOID:14227	Azoospermia	DOID:15	Reproductive System Disease
OMIM:606768	MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET; DMAT	DOID:11720	Distal Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:606777	GLUT1 DEFICIENCY SYNDROME 1; GLUT1DS1	DOID:2978	Carbohydrate Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:606785	CRIGLER-NAJJAR SYNDROME, TYPE II	DOID:3803	Crigler-Najjar Syndrome	DOID:655	Inherited Metabolic Disorder
OMIM:606798	BLEPHAROSPASM, BENIGN ESSENTIAL	DOID:529	Blepharospasm	DOID:863	Nervous System Disease
OMIM:606812	FUMARASE DEFICIENCY; FMRD	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:606824	GLUCOSE/GALACTOSE MALABSORPTION; GGM	DOID:2978	Carbohydrate Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:606835	DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB	DOID:848	Arthritis	DOID:17	Musculoskeletal System Disease
OMIM:606843	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 3; HIGM3	DOID:6620	X-Linked Hyper IgM Syndrome	DOID:2914	Immune System Disease
OMIM:606854	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP	DOID:863	Nervous System Disease	NA	NA
OMIM:606856	PANCREATIC CANCER, SUSCEPTIBILITY TO, 1	DOID:1793	Pancreatic Cancer	DOID:162	Cancer
